Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2013-06-05,730.5499878,736.3250122,726.3499756,733.9000244,594.855835,1728676,0,0
2013-06-06,726.8499756,739.25,726.0250244,735.375,601.3774414,2540452,6.5,0
2013-06-07,735.0499878,769.5,734,759.4749756,621.0861816,3550844,0,0
2013-06-10,762.5250244,772.3499756,759.5499878,762.5250244,623.5803833,3360430,0,0
2013-06-11,765.0999756,771,746,750.7750244,613.9714966,2205468,0,0
2013-06-12,747.0499878,747.5499878,731.0250244,734.0499878,600.2939453,4805954,0,0
2013-06-13,730,732,717.5499878,722.8250122,591.1144409,3151342,0,0
2013-06-14,724,728.625,715.5,725.3499756,593.1791992,3105996,0,0
2013-06-17,726.5,732.5,714,726.2249756,593.8948364,2584162,0,0
2013-06-18,727.5,730,720.0750122,721.9000244,590.3580322,2291528,0,0
2013-06-19,727.4500122,727.4500122,711.7750244,713.8499756,583.7747803,2139788,0,0
2013-06-20,710.5,716.5750122,699.5499878,702.25,574.2885742,4172878,0,0
2013-06-21,704.4000244,715.9249878,704,711.125,581.5462646,2848224,0,0
2013-06-24,707.5,717.0499878,700.0499878,705.3499756,576.8236084,1889164,0,0
2013-06-25,706.75,713.5499878,690.3499756,696.1500244,569.2999878,1860548,0,0
2013-06-26,698.4500122,723.875,690.5250244,718.8499756,587.8637695,2326488,0,0
2013-06-27,723.9000244,748.5,721,745.9500122,610.0257568,3820678,0,0
2013-06-28,747.5,762.1500244,729.0999756,759.0750122,620.7590332,4817096,0,0
2013-07-01,756,758.3499756,741.7000122,746.1749878,610.2095947,1354652,0,0
2013-07-02,746.5499878,754.25,743.3250122,750.2750244,613.562561,1657242,0,0
2013-07-03,748.8499756,759.5,732.5,744.9000244,609.1668701,1530906,0,0
2013-07-04,745.4249878,770.5,745,769.1500244,628.9983521,1917060,0,0
2013-07-05,771,779,761,765.0999756,625.6859741,1293012,0,0
2013-07-08,764,767.5,750,753.3250122,616.0568237,1658796,0,0
2013-07-09,747.6500244,760.875,747.6500244,752.4500122,615.3411865,1097326,0,0
2013-07-10,755,763.4000244,749,755.9749756,618.223938,1322624,0,0
2013-07-11,760,785,760,782.2750244,639.7315674,2335274,0,0
2013-07-12,797.5,812.4000244,789.6500244,804.9249878,658.2545166,3251536,0,0
2013-07-15,800.5499878,823.6500244,799.6500244,820.875,671.2980957,2060570,0,0
2013-07-16,812.5,833.1749878,808.7999878,824.6749878,674.4057007,2224986,0,0
2013-07-17,822.5250244,842.4749756,822.5250244,839.25,686.3248901,2999250,0,0
2013-07-18,840,846.1500244,822,830.2000122,678.9237671,3445532,0,0
2013-07-19,859.5,879.5,850,871.4000244,712.6166992,8550804,0,0
2013-07-22,870.5,879.4000244,864.1500244,873.25,714.1292725,2974772,0,0
2013-07-23,874,890.2249756,871.7999878,874.9000244,715.4788818,1646502,0,0
2013-07-24,874.25,896,872.5,891.4000244,728.972168,2181644,0,0
2013-07-25,890,905,883.3499756,897.875,734.2674561,4088808,0,0
2013-07-26,897.5,899.4749756,875.0499878,887.25,725.5785522,2379064,0,0
2013-07-29,879,897.2999878,878.625,889.5999756,729.1437378,1774262,2,0
2013-07-30,890,902.4749756,887.7249756,896.1500244,734.5124512,2617484,0,0
2013-07-31,895,915.75,894.7249756,907.75,744.0200195,2826750,0,0
2013-08-01,905.0250244,917.4000244,895,907.7000122,743.9790039,2141178,0,0
2013-08-02,909.8499756,924.9500122,908.3499756,922.9249878,756.4580688,1846854,0,0
2013-08-05,920,938.7000122,920,933.5999756,765.2076416,2355184,0,0
2013-08-06,936.5,940.9749756,932.3250122,935.0499878,766.3961792,2305290,0,0
2013-08-07,937,945.4500122,906.7249756,911.3499756,746.9707031,2694980,0,0
2013-08-08,902.5499878,928.0750122,891.8499756,922.7000122,756.2736206,2158628,0,0
2013-08-12,920.5,920.5,904.0750122,907,743.4054565,2077574,0,0
2013-08-13,910.0999756,922.4249878,904.9749756,909.9000244,745.7820435,2168296,0,0
2013-08-14,912.25,929,901,916.75,751.3968506,3302068,0,0
2013-08-16,912.0999756,915,877.7750244,890.4500122,729.8405151,2779930,0,0
2013-08-19,899,903.5,877.7750244,888.7249756,728.4265747,2121352,0,0
2013-08-20,894.9000244,894.9000244,865,868.2000122,711.6037598,2724844,0,0
2013-08-21,870.0499878,871.8499756,850.5750122,858.9000244,703.9810181,3623994,0,0
2013-08-22,852.5,898.5750122,847.5999756,889.4749756,729.0415649,4260988,0,0
2013-08-23,897,919,892.1500244,914.7249756,749.7370605,4032884,0,0
2013-08-26,911.5499878,939.2999878,907,921,754.8804321,2663238,0,0
2013-08-27,919.5,939.4249878,915,919.4000244,753.5689087,1945284,0,0
2013-08-28,914,973.0499878,914,953.9500122,781.8870239,4444684,0,0
2013-08-29,950.5,985,939.1500244,973.5499878,797.9518433,5905182,0,0
2013-08-30,969.5,1025,965,1016.599976,833.2369385,5282942,0,0
2013-09-02,1010,1034.5,1008.75,1028.425049,842.9289551,2154034,0,0
2013-09-03,1025.050049,1033.5,993.0750122,1000.549988,820.0818481,2355064,0,0
2013-09-04,1000,1039.400024,996.9749756,1034.550049,847.9495239,2626516,0,0
2013-09-05,1034.5,1034.5,990.5250244,995.375,815.8403931,3927492,0,0
2013-09-06,1004.5,1012.5,987.5,994.4000244,815.0412598,2759596,0,0
2013-09-10,993,1008.349976,990.5,993.9500122,814.6722412,4300972,0,0
2013-09-11,1004,1009,991.75,996.9000244,817.09021,3008494,0,0
2013-09-12,997.5,999.2750244,972.9000244,983.9500122,806.4761353,1905568,0,0
2013-09-13,982.5,995,973.2750244,976.875,800.677124,2096320,0,0
2013-09-16,975,992.5,947.0250244,951.2750244,779.6945801,2460506,0,0
2013-09-17,950,976.2750244,948.5499878,973.7249756,798.0952759,3327816,0,0
2013-09-18,971.0250244,982.4000244,968.9500122,977.25,800.984314,2109818,0,0
2013-09-19,974,995,963.25,983.1500244,805.8202515,3907240,0,0
2013-09-20,975,994.9500122,970.5,975.1500244,799.2634277,3591858,0,0
2013-09-23,975,988.5999756,970,977.5499878,801.2302856,2988758,0,0
2013-09-24,977.5,988.9500122,963,969.75,794.8374023,4940300,0,0
2013-09-25,970.75,985.4749756,960.0999756,979.5250244,802.8490601,4333858,0,0
2013-09-26,977.4000244,987.0499878,967.5499878,971.4500122,796.2305908,4919704,0,0
2013-09-27,971.5499878,980.9749756,968.7249756,974.0499878,798.3615723,1784666,0,0
2013-09-30,977,980.9249878,960,963.9000244,790.0423584,1987350,0,0
2013-10-01,966,977.4249878,958.3499756,974.5250244,798.7510376,1591994,0,0
2013-10-03,985.9000244,1018.450012,980.2000122,1012.299988,829.7125244,4672354,0,0
2013-10-04,1016,1034.5,1013.474976,1016.799988,833.4009399,1934032,0,0
2013-10-07,1017.5,1048.849976,1012.650024,1044.875,856.4119263,1993878,0,0
2013-10-08,1041.5,1049,1028.275024,1030.724976,844.814209,1828106,0,0
2013-10-09,1027.75,1048.824951,1022.549988,1045.425049,856.862854,1775858,0,0
2013-10-10,1044,1049,1033.625,1040,852.4163208,1164320,0,0
2013-10-11,1051.5,1069,1041.199951,1061.025024,869.6489868,2284448,0,0
2013-10-14,1063.75,1112.5,1062.5,1106.375,906.8192749,4374460,0,0
2013-10-15,1117.5,1129.425049,1100.5,1107.699951,907.9052124,4665092,0,0
2013-10-17,1115,1115,1047.849976,1054.224976,864.0756836,6687214,0,0
2013-10-18,1052.400024,1066.900024,1030.775024,1060.324951,869.0753174,5346166,0,0
2013-10-21,1062.5,1063.974976,1025,1035.824951,848.9942017,3685372,0,0
2013-10-22,1044,1053.824951,1038.425049,1044.675049,856.2481079,2044614,0,0
2013-10-23,1044.25,1051.5,1023.075012,1030.574951,844.6912231,2455496,0,0
2013-10-24,1021,1041.175049,1000.924988,1004.349976,823.1962891,3617758,0,0
2013-10-25,997.5,1036,997.5,1033.875,849.0869751,2527402,2,0
2013-10-28,1034,1044.900024,1026.275024,1031.974976,847.5266724,1803942,0,0
2013-10-29,1032.5,1042.900024,1023.950012,1034.900024,849.9286499,1829076,0,0
2013-10-30,1035.125,1050,1035.125,1045.974976,859.024353,2114874,0,0
2013-10-31,1044.5,1064.5,1039.699951,1056.025024,867.2780762,3523076,0,0
2013-11-01,1055,1070.974976,1045.550049,1048.800049,861.3444214,1346480,0,0
2013-11-05,1050,1052.5,1015.849976,1021,838.5130615,2261286,0,0
2013-11-06,1031.5,1051.775024,1029.525024,1045.550049,858.6752319,1667750,0,0
2013-11-07,1050,1074.074951,1040.150024,1060.974976,871.3431396,1956948,0,0
2013-11-08,1065,1065.875,1035.599976,1045.425049,858.5725098,1609346,0,0
2013-11-11,1045,1070,1025,1047.324951,860.1327515,1961138,0,0
2013-11-12,1048.425049,1060.849976,1039.5,1043.574951,857.0531006,1000682,0,0
2013-11-13,1049.474976,1053.099976,1021.825012,1024.5,841.3875122,1208338,0,0
2013-11-14,1036,1036,1010.924988,1013.099976,832.0250854,2129704,0,0
2013-11-18,1023,1029.949951,1016.125,1022,839.3343506,2831602,0,0
2013-11-19,1024.974976,1027.5,1010.599976,1014.950012,833.5446167,2077864,0,0
2013-11-20,1023.424988,1024.949951,1008.5,1011.799988,830.9573975,1658696,0,0
2013-11-21,1011.599976,1017.349976,990,993.2999878,815.763855,2302882,0,0
2013-11-22,995.5,1005.5,992.5499878,1000.424988,821.6154175,1494494,0,0
2013-11-25,1004,1013.424988,996.5499878,1006.625,826.7072144,1950998,0,0
2013-11-26,1001.549988,1008.224976,993.5,996.8499756,818.6794434,2047412,0,0
2013-11-27,1004.5,1006.849976,987.5,993.2249756,815.7022705,2120978,0,0
2013-11-28,996.5499878,998.2750244,985,992.2999878,814.9428101,2805722,0,0
2013-11-29,996,1007.349976,990.9000244,1002.174988,823.0527344,1924812,0,0
2013-12-02,997.5,1010.5,997.5,1006.950012,826.9741821,1253260,0,0
2013-12-03,1008.025024,1021,1007.525024,1010.400024,829.8074341,1449184,0,0
2013-12-04,1009.950012,1015.799988,996.8250122,1000.025024,821.2871094,1519036,0,0
2013-12-05,1008,1016.775024,991.5250244,993.5750122,815.9898682,1397190,0,0
2013-12-06,995.5,1005,995.5,1000.150024,821.3895874,1446962,0,0
2013-12-09,1014.5,1014.974976,1000,1002.424988,823.2580566,1826340,0,0
2013-12-10,1000,1044.5,1000,1041.375,855.2462158,3653334,0,0
2013-12-11,1039.5,1043.425049,1021.5,1029.025024,845.1036987,1556062,0,0
2013-12-12,1022.5,1032,1012.549988,1014.450012,833.133667,1655964,0,0
2013-12-13,1018.974976,1022.5,997.5,1000.900024,822.0057373,3463350,0,0
2013-12-16,1006.849976,1019.900024,1002.575012,1009.575012,829.1300659,2858500,0,0
2013-12-17,1015.799988,1032.925049,1015,1022.674988,839.8887939,2995474,0,0
2013-12-18,1020,1035.5,1019,1027.900024,844.1798096,1587990,0,0
2013-12-19,1037.974976,1055,1031.324951,1040.75,854.7329712,2161986,0,0
2013-12-20,1044.050049,1065,1042.925049,1060.275024,870.7681274,1965812,0,0
2013-12-23,1064.974976,1071.724976,1048.974976,1054.525024,866.0460815,1321224,0,0
2013-12-24,1059.900024,1064.5,1052.125,1055.349976,866.7233887,870156,0,0
2013-12-26,1057.5,1058.5,1045.724976,1050.150024,862.4528198,2297194,0,0
2013-12-27,1053.5,1084.949951,1052.5,1080.324951,887.2346191,2479946,0,0
2013-12-30,1085,1087.625,1073.349976,1078.025024,885.3457642,1668776,0,0
2013-12-31,1080.050049,1092.474976,1075.449951,1086.025024,891.9158325,1245776,0,0
2014-01-01,1090.050049,1092.25,1075.550049,1076.650024,884.2166138,529952,0,0
2014-01-02,1083,1094.5,1078.074951,1083.5,889.8423462,1726948,0,0
2014-01-03,1082.349976,1114.550049,1073.625,1111.099976,912.5090332,2618174,0,0
2014-01-06,1114.5,1122,1098.5,1119.800049,919.6541138,2311810,0,0
2014-01-07,1120,1128.224976,1099.5,1103.074951,905.9187622,2897486,0,0
2014-01-08,1106,1122,1105,1116.324951,916.800354,2550020,0,0
2014-01-09,1114.375,1127.75,1111.050049,1120.974976,920.6188354,2582206,0,0
2014-01-10,1130,1154.900024,1117.5,1140.449951,936.6132813,3369334,0,0
2014-01-13,1142.5,1192,1142.5,1184.375,972.6879272,3814316,0,0
2014-01-14,1186,1192.400024,1160,1163.375,955.44104,2974964,0,0
2014-01-15,1171.224976,1189.099976,1163.5,1176.800049,966.4666138,3048854,0,0
2014-01-16,1190,1190.050049,1162.5,1175.150024,965.1114502,2997962,0,0
2014-01-17,1149,1149,1103.025024,1106.525024,908.7519531,7564756,0,0
2014-01-20,1109.474976,1175,1107.75,1169.099976,960.1424561,6010558,0,0
2014-01-21,1167,1169.625,1137.550049,1140.150024,936.3670654,3132282,0,0
2014-01-22,1143.550049,1148.425049,1132.050049,1137.025024,933.800415,2384030,0,0
2014-01-23,1134.050049,1138.349976,1118.650024,1126.224976,924.9307251,2290762,0,0
2014-01-24,1122,1141.625,1117.5,1124.349976,923.3911133,1850266,0,0
2014-01-27,1113,1129.75,1110.050049,1114.800049,917.1793213,2532948,2,0
2014-01-28,1116,1123.925049,1098.050049,1106.175049,910.083374,2852166,0,0
2014-01-29,1120,1120,1102.5,1104.900024,909.0344849,1698076,0,0
2014-01-30,1099.025024,1113.5,1095,1108.800049,912.2432251,2225250,0,0
2014-01-31,1112.550049,1134.900024,1110.5,1120.525024,921.8895874,2174246,0,0
2014-02-03,1111,1122.125,1095.400024,1097.224976,902.7199707,1362480,0,0
2014-02-04,1087,1087.5,1056.025024,1075.675049,884.9899292,2694166,0,0
2014-02-05,1081.900024,1100,1070,1097.199951,902.6991577,1853650,0,0
2014-02-06,1090,1094.949951,1072.5,1087.625,894.8214722,1922652,0,0
2014-02-07,1095,1097.5,1065.5,1072.199951,882.1309814,1990912,0,0
2014-02-10,1072,1072,1042.550049,1046.775024,861.2129517,4019270,0,0
2014-02-11,1050,1063.25,1048,1050.849976,864.5655518,3568786,0,0
2014-02-12,1059,1061.800049,1047.5,1052.724976,866.1084595,3074348,0,0
2014-02-13,1053.5,1069.199951,1048.25,1066.875,877.7501221,2094350,0,0
2014-02-14,1068.949951,1092.375,1064.050049,1083.949951,891.7982178,1910062,0,0
2014-02-17,1080,1093,1073.599976,1082.699951,890.7695923,1670394,0,0
2014-02-18,1082.5,1095.5,1077.925049,1083,891.0164795,1526916,0,0
2014-02-19,1085,1107.5,1081.125,1098.974976,904.1596069,1072918,0,0
2014-02-20,1103,1111,1091.400024,1094.675049,900.6217651,1587924,0,0
2014-02-21,1099,1106.5,1095.375,1102.849976,907.3474731,1717860,0,0
2014-02-24,1102,1102.625,1085.050049,1088.949951,895.9117432,2450424,0,0
2014-02-25,1094.5,1099.75,1090,1094.449951,900.4365234,3305374,0,0
2014-02-26,1097,1097.5,1088.574951,1091.074951,897.6600342,3859712,0,0
2014-02-28,1080.5,1140,1080.074951,1137.875,936.1638184,3988192,0,0
2014-03-03,1135.900024,1149.5,1114,1120.025024,921.4781494,1606078,0,0
2014-03-04,1116.599976,1127,1112,1120.324951,921.7247925,2030332,0,0
2014-03-05,1127.425049,1143.125,1121.275024,1125.949951,926.3527222,2302006,0,0
2014-03-06,1126.425049,1130,1116.074951,1120.375,921.7659912,1314562,0,0
2014-03-07,1122.75,1125.025024,1076.400024,1114.25,916.7270508,4698472,0,0
2014-03-10,1114.050049,1114.25,1067.5,1071.324951,881.4110718,3829768,0,0
2014-03-11,1077.5,1088.824951,1061,1075.824951,885.1134033,2550254,0,0
2014-03-12,1076.5,1094.875,1076.5,1089.724976,896.5491943,1669788,0,0
2014-03-13,1074.025024,1101,1068.425049,1074.775024,884.2496948,2019884,0,0
2014-03-14,1070.5,1080.25,1062.150024,1069.775024,880.1358643,2161246,0,0
2014-03-18,1067.75,1075.900024,1052.125,1061,872.9163818,2565842,0,0
2014-03-19,1037.5,1037.5,1006.525024,1019.700012,838.9377441,8652662,0,0
2014-03-20,1019,1061.449951,1005.700012,1054.099976,867.239502,5728956,0,0
2014-03-21,1062.5,1072.5,1042.5,1063.5,874.9732666,4680776,0,0
2014-03-24,1068.474976,1078.974976,1063.074951,1076.300049,885.5043335,2183014,0,0
2014-03-25,1072,1086,1065,1073.324951,883.0563965,2249968,0,0
2014-03-26,1074.025024,1079.25,1043.775024,1046.75,861.192688,3192350,0,0
2014-03-27,1050.474976,1057.5,1032.525024,1047.125,861.5012817,5012476,0,0
2014-03-28,1048.5,1061.425049,1040.025024,1051.050049,864.7304688,2971162,0,0
2014-03-31,1052,1072.474976,1041,1066.574951,877.5031128,2683268,0,0
2014-04-01,1072.5,1092.5,1072.449951,1088.349976,895.4180908,2755932,0,0
2014-04-02,1095,1101,1080.525024,1086.125,893.5875244,3763016,0,0
2014-04-03,1086.425049,1091,1073.800049,1083.25,891.2224121,1581194,0,0
2014-04-04,1086,1093.5,1065,1069.425049,879.8479004,1694656,0,0
2014-04-07,1065.050049,1082.974976,1060.349976,1076.900024,885.9977417,2594986,0,0
2014-04-09,1076,1081,1052.5,1070.199951,880.4853516,3350500,0,0
2014-04-10,1070.199951,1074.324951,1057.599976,1063.074951,874.6237183,2152886,0,0
2014-04-11,1059,1087.449951,1050,1082.050049,890.2348633,2340742,0,0
2014-04-15,1090.5,1129,1087.025024,1126.375,926.7025757,3597244,0,0
2014-04-16,1132,1132,1092.099976,1098.150024,903.480957,3475910,0,0
2014-04-17,1110,1113.5,1071.349976,1111.449951,914.4233398,7681438,0,0
2014-04-21,1110,1121.449951,1105.650024,1110.875,913.9499512,1842594,0,0
2014-04-22,1116.974976,1124.949951,1109.949951,1110.525024,913.6621094,1486274,0,0
2014-04-23,1115.699951,1121.949951,1100.550049,1106.875,910.6591187,1938992,0,0
2014-04-24,1106.875,1106.875,1106.875,1106.875,910.6591187,0,0,0
2014-04-25,1113.5,1117.5,1096.599976,1102.625,907.1626587,3160448,0,0
2014-04-28,1102.625,1111.349976,1090.050049,1095.675049,901.4448853,2550766,0,0
2014-04-29,1093,1103.175049,1088.449951,1097.125,902.6376953,1846180,0,0
2014-04-30,1092.550049,1102.800049,1090.5,1094.599976,900.5600586,2397378,0,0
2014-05-02,1090.625,1109.949951,1090.625,1104.224976,908.479126,1917778,0,0
2014-05-05,1105.400024,1114.5,1102.074951,1106.849976,910.6387939,1314478,0,0
2014-05-06,1106.849976,1110.800049,1095,1099.449951,904.550415,961232,0,0
2014-05-07,1095.525024,1101.5,1070.050049,1082.775024,890.8314819,4716182,0,0
2014-05-08,1082.550049,1090.900024,1073.824951,1081.025024,889.3917236,2606900,0,0
2014-05-09,1076,1092.349976,1076,1079.949951,888.5071411,1799440,0,0
2014-05-12,1076.5,1083.349976,1061.574951,1079.675049,888.2811279,2886064,0,0
2014-05-13,1082.900024,1119.5,1082.900024,1105.474976,909.5072021,2547484,0,0
2014-05-14,1107.199951,1118.849976,1100.550049,1108.050049,911.6262207,1389228,0,0
2014-05-15,1108.050049,1112.5,1085.574951,1096.574951,902.1850586,2520196,0,0
2014-05-16,1100.025024,1126.699951,1050.125,1080.375,888.8569336,5241798,0,0
2014-05-19,1075,1080,999.75,1018.349976,837.8272095,6516606,0,0
2014-05-20,1014,1080,1014,1034.099976,850.7850952,4702114,0,0
2014-05-21,1030.599976,1044.5,1027.900024,1041.425049,856.8115234,4116946,0,0
2014-05-22,1048.375,1062,1037.550049,1055.974976,868.7821045,4216842,0,0
2014-05-23,1059.5,1074.5,1048,1063.949951,875.343689,3094780,0,0
2014-05-26,1074.5,1084.800049,1066.800049,1077,886.0803833,2650850,0,0
2014-05-27,1080.074951,1092.300049,1059,1065.724976,876.8040161,1795094,0,0
2014-05-28,1070,1079.375,1061.224976,1075.275024,884.6610107,1887488,0,0
2014-05-29,1072.5,1090,1067.599976,1079.974976,888.527771,2820710,0,0
2014-05-30,1079.400024,1083.5,1065.074951,1070.675049,880.8762817,2585648,0,0
2014-06-02,1072,1078.875,1058.025024,1064.925049,876.1459351,1095158,0,0
2014-06-03,1064.925049,1069,1052.599976,1064.300049,875.6314697,2484628,0,0
2014-06-04,1065,1067.449951,1038.5,1044.625,859.4441528,2141062,0,0
2014-06-05,1041.550049,1058.199951,1034,1052.074951,865.5736084,4348470,0,0
2014-06-06,1050.074951,1053.900024,1028,1042.125,865.6150513,3361586,10,0
2014-06-09,1043.5,1059,1040,1056.900024,877.8875122,2666196,0,0
2014-06-10,1057.5,1080.474976,1057.5,1079.074951,896.3065796,2628068,0,0
2014-06-11,1082.5,1107,1069.099976,1103.474976,916.5739746,3544562,0,0
2014-06-12,1124.5,1127,1091.900024,1118.675049,929.199707,2734338,0,0
2014-06-13,1119,1119.5,1092.525024,1106.775024,919.3151855,1904022,0,0
2014-06-16,1105,1138.474976,1105,1134.875,942.6555786,2439906,0,0
2014-06-17,1142.449951,1148.5,1135.5,1139.925049,946.8505249,1918144,0,0
2014-06-18,1146.5,1146.5,1110.650024,1113.525024,924.9217529,1948824,0,0
2014-06-19,1115,1144.5,1105.050049,1138.025024,945.2719727,1896354,0,0
2014-06-20,1142.449951,1149.5,1131,1146.199951,952.062439,1155674,0,0
2014-06-23,1146.5,1149.949951,1127.025024,1134.425049,942.2821045,1262734,0,0
2014-06-24,1134.5,1159.75,1127.5,1154.525024,958.9777832,1479100,0,0
2014-06-25,1155,1160,1146.5,1155.275024,959.6004028,1028422,0,0
2014-06-26,1148,1172.074951,1145.574951,1153.824951,958.3961182,2036182,0,0
2014-06-27,1158.5,1203.449951,1157.5,1199.775024,996.5631104,3058836,0,0
2014-06-30,1200.275024,1217.5,1188.300049,1212.699951,1007.299011,2146470,0,0
2014-07-01,1209.449951,1209.5,1191.150024,1195.375,992.9082642,1092790,0,0
2014-07-02,1200,1205.875,1191.75,1200.800049,997.4144897,907740,0,0
2014-07-03,1199.5,1222.5,1196,1208.949951,1004.184265,1526762,0,0
2014-07-04,1206.199951,1212.75,1200.5,1205.25,1001.110535,536136,0,0
2014-07-07,1210.025024,1249,1205.199951,1244.275024,1033.526123,2204902,0,0
2014-07-08,1242.474976,1243.074951,1216.625,1224.724976,1017.286682,2500588,0,0
2014-07-09,1235,1236.324951,1190.800049,1199.074951,995.9815674,1554242,0,0
2014-07-10,1199.775024,1209.800049,1167.5,1175.900024,976.7319336,1990562,0,0
2014-07-11,1185.5,1205,1180.550049,1197.224976,994.4451294,1329446,0,0
2014-07-14,1209.400024,1219.5,1192.625,1213.125,1007.651733,1587924,0,0
2014-07-15,1213.099976,1215,1196.875,1199.650024,996.4592896,1389656,0,0
2014-07-16,1204.824951,1212,1193.425049,1200.925049,997.5184326,1407240,0,0
2014-07-17,1205,1214.900024,1187.5,1190.974976,989.2540894,1790220,0,0
2014-07-18,1226,1242.5,1217.5,1220.599976,1013.86084,3507488,0,0
2014-07-21,1234,1234.925049,1221.525024,1231.875,1023.226135,981072,0,0
2014-07-22,1232.5,1270,1230.949951,1266.199951,1051.737549,2399016,0,0
2014-07-23,1270,1298.150024,1266.150024,1293.074951,1074.060181,2065858,0,0
2014-07-24,1297.449951,1301,1283.5,1297.599976,1077.819092,1481418,0,0
2014-07-25,1297,1307.175049,1283.5,1302.875,1082.200806,1806914,0,0
2014-07-28,1288.574951,1299.824951,1277.5,1294.650024,1092.133667,1314922,20,0
2014-07-30,1292.400024,1305,1286.300049,1297.525024,1094.558716,1899252,0,0
2014-07-31,1287.550049,1299,1284.625,1290.025024,1088.2323,2407210,0,0
2014-08-01,1287.5,1293.974976,1255,1258.199951,1061.38562,2381882,0,0
2014-08-04,1266,1270.949951,1244,1263.025024,1065.455811,1828636,0,0
2014-08-05,1272.449951,1272.5,1245.050049,1261.849976,1064.464233,1404656,0,0
2014-08-06,1258.074951,1267.425049,1245.125,1253.324951,1057.273193,1837562,0,0
2014-08-07,1245,1247.5,1229.525024,1234.900024,1041.730103,1672656,0,0
2014-08-08,1232.5,1253.849976,1232.5,1239.349976,1045.484009,1464790,0,0
2014-08-11,1245.449951,1247.775024,1227.5,1234.199951,1041.139893,1290896,0,0
2014-08-12,1244.949951,1244.949951,1220.099976,1235.875,1042.552979,984552,0,0
2014-08-13,1235,1265,1235,1250.025024,1054.48877,2768378,0,0
2014-08-14,1257,1266,1245.025024,1249.875,1054.362549,1578056,0,0
2014-08-18,1245.525024,1252.5,1235,1243.800049,1049.237915,1373260,0,0
2014-08-19,1250,1252.449951,1217.5,1219.25,1028.52832,3234156,0,0
2014-08-20,1222.25,1227.525024,1215.025024,1218.099976,1027.558105,2056758,0,0
2014-08-21,1223.5,1230,1215,1216.224976,1025.976318,2265450,0,0
2014-08-22,1222,1234.099976,1217.900024,1232.099976,1039.367798,3096238,0,0
2014-08-25,1235,1264.25,1233.449951,1261.025024,1063.768677,3143512,0,0
2014-08-26,1264.5,1275,1250,1266.900024,1068.724609,1815490,0,0
2014-08-27,1267,1283.699951,1257.025024,1274.974976,1075.536377,1435460,0,0
2014-08-28,1273.5,1274.650024,1256.5,1261.175049,1063.895142,1766288,0,0
2014-09-01,1262.699951,1280,1261.525024,1268.574951,1070.137695,810148,0,0
2014-09-02,1272.900024,1277.400024,1257.050049,1268.949951,1070.453857,1407940,0,0
2014-09-03,1269.5,1308,1269.5,1303.199951,1099.346313,3061690,0,0
2014-09-04,1311,1313.724976,1288.724976,1292.375,1090.214233,1701598,0,0
2014-09-05,1299.949951,1310.900024,1291.525024,1299.300049,1096.056396,1467060,0,0
2014-09-08,1306,1325,1299.525024,1321.349976,1114.657104,1697342,0,0
2014-09-09,1326,1333.5,1312.550049,1315.625,1109.827637,1418098,0,0
2014-09-10,1319,1321.375,1295.599976,1300.074951,1096.709961,1258768,0,0
